date,Quantity
2010-04-05,0.0
2010-04-06,13071.0
2010-04-07,23559.0
2010-04-08,26828.0
2010-04-09,9151.0
2010-04-10,0.0
2010-04-11,11708.0
2010-04-12,12892.0
2010-04-13,25951.0
2010-04-14,16536.0
2010-04-15,10784.0
2010-04-16,14902.0
2010-04-17,0.0
2010-04-18,13032.0
2010-04-19,22105.0
2010-04-20,13543.0
2010-04-21,13698.0
2010-04-22,21600.0
2010-04-23,10286.0
2010-04-24,0.0
2010-04-25,8463.0
2010-04-26,19643.0
2010-04-27,23629.0
2010-04-28,19491.0
2010-04-29,17376.0
2010-04-30,21364.0
2010-05-01,0.0
2010-05-02,6307.0
2010-05-03,0.0
2010-05-04,11588.0
2010-05-05,15756.0
2010-05-06,31769.0
2010-05-07,27062.0
2010-05-08,0.0
2010-05-09,11971.0
2010-05-10,28536.0
2010-05-11,18751.0
2010-05-12,22257.0
2010-05-13,27377.0
2010-05-14,15075.0
2010-05-15,0.0
2010-05-16,11066.0
2010-05-17,16187.0
2010-05-18,24918.0
2010-05-19,9859.0
2010-05-20,16026.0
2010-05-21,10393.0
2010-05-22,0.0
2010-05-23,14040.0
2010-05-24,34691.0
2010-05-25,15472.0
2010-05-26,18942.0
2010-05-27,18055.0
2010-05-28,12979.0
2010-05-29,0.0
2010-05-30,6271.0
2010-05-31,0.0
2010-06-01,8350.0
2010-06-02,12055.0
2010-06-03,17634.0
2010-06-04,8938.0
2010-06-05,0.0
2010-06-06,14188.0
2010-06-07,29719.0
2010-06-08,26442.0
2010-06-09,25492.0
2010-06-10,9739.0
2010-06-11,21593.0
2010-06-12,0.0
2010-06-13,11180.0
2010-06-14,16250.0
2010-06-15,20535.0
2010-06-16,19025.0
2010-06-17,13554.0
2010-06-18,9613.0
2010-06-19,0.0
2010-06-20,4496.0
2010-06-21,12218.0
2010-06-22,7005.0
2010-06-23,16258.0
2010-06-24,13968.0
2010-06-25,8440.0
2010-06-26,0.0
2010-06-27,10918.0
2010-06-28,34790.0
2010-06-29,22063.0
2010-06-30,21078.0
2010-07-01,16537.0
2010-07-02,8753.0
2010-07-03,0.0
2010-07-04,5345.0
2010-07-05,16793.0
2010-07-06,11965.0
2010-07-07,14791.0
2010-07-08,12226.0
2010-07-09,14261.0
2010-07-10,0.0
2010-07-11,5848.0
2010-07-12,9821.0
2010-07-13,10078.0
2010-07-14,14400.0
2010-07-15,27942.0
2010-07-16,32559.0
2010-07-17,0.0
2010-07-18,9690.0
2010-07-19,18553.0
2010-07-20,12136.0
2010-07-21,13199.0
2010-07-22,14184.0
2010-07-23,13393.0
2010-07-24,0.0
2010-07-25,11648.0
2010-07-26,15081.0
2010-07-27,14327.0
2010-07-28,13391.0
2010-07-29,14245.0
2010-07-30,8450.0
2010-07-31,0.0
2010-08-01,9740.0
2010-08-02,12245.0
2010-08-03,16346.0
2010-08-04,11761.0
2010-08-05,62492.0
2010-08-06,9933.0
2010-08-07,0.0
2010-08-08,8189.0
2010-08-09,100356.0
2010-08-10,20077.0
2010-08-11,8226.0
2010-08-12,19305.0
2010-08-13,18263.0
2010-08-14,0.0
2010-08-15,17413.0
2010-08-16,13058.0
2010-08-17,18408.0
2010-08-18,23001.0
2010-08-19,22579.0
2010-08-20,19181.0
2010-08-21,0.0
2010-08-22,13916.0
2010-08-23,13330.0
2010-08-24,19102.0
2010-08-25,17615.0
2010-08-26,17688.0
2010-08-27,7395.0
2010-08-28,0.0
2010-08-29,8790.0
2010-08-30,0.0
2010-08-31,14394.0
2010-09-01,12927.0
2010-09-02,21990.0
2010-09-03,31306.0
2010-09-04,0.0
2010-09-05,7276.0
2010-09-06,16246.0
2010-09-07,15749.0
2010-09-08,10261.0
2010-09-09,13528.0
2010-09-10,10544.0
2010-09-11,0.0
2010-09-12,9409.0
2010-09-13,28481.0
2010-09-14,11416.0
2010-09-15,26599.0
2010-09-16,14569.0
2010-09-17,11901.0
2010-09-18,0.0
2010-09-19,13798.0
2010-09-20,25111.0
2010-09-21,37532.0
2010-09-22,14815.0
2010-09-23,22593.0
2010-09-24,28056.0
2010-09-25,0.0
2010-09-26,13499.0
2010-09-27,126182.0
2010-09-28,23713.0
2010-09-29,21578.0
2010-09-30,25029.0
2010-10-01,22743.0
2010-10-02,0.0
2010-10-03,20451.0
2010-10-04,23579.0
2010-10-05,35133.0
2010-10-06,21956.0
2010-10-07,30140.0
2010-10-08,41495.0
2010-10-09,0.0
2010-10-10,12436.0
2010-10-11,25172.0
2010-10-12,29562.0
2010-10-13,40374.0
2010-10-14,37326.0
2010-10-15,22602.0
2010-10-16,0.0
2010-10-17,19100.0
2010-10-18,20153.0
2010-10-19,27275.0
2010-10-20,24232.0
2010-10-21,17965.0
2010-10-22,23414.0
2010-10-23,0.0
2010-10-24,15607.0
2010-10-25,14785.0
2010-10-26,26045.0
2010-10-27,16260.0
2010-10-28,14371.0
2010-10-29,25638.0
2010-10-30,0.0
2010-10-31,16564.0
2010-11-01,14511.0
2010-11-02,24850.0
2010-11-03,24755.0
2010-11-04,60591.0
2010-11-05,23038.0
2010-11-06,0.0
2010-11-07,18700.0
2010-11-08,33132.0
2010-11-09,36027.0
2010-11-10,35310.0
2010-11-11,34950.0
2010-11-12,23251.0
2010-11-13,0.0
2010-11-14,17601.0
2010-11-15,38200.0
2010-11-16,39622.0
2010-11-17,28689.0
2010-11-18,21452.0
2010-11-19,25457.0
2010-11-20,0.0
2010-11-21,18205.0
2010-11-22,19866.0
2010-11-23,27119.0
2010-11-24,28908.0
2010-11-25,38204.0
2010-11-26,17914.0
2010-11-27,0.0
2010-11-28,16568.0
2010-11-29,40165.0
2010-11-30,26620.0
2010-12-01,54014.0
2010-12-02,62696.0
2010-12-03,32942.0
2010-12-04,0.0
2010-12-05,32902.0
2010-12-06,43902.0
2010-12-07,50730.0
2010-12-08,46250.0
2010-12-09,41460.0
2010-12-10,21155.0
2010-12-11,0.0
2010-12-12,10603.0
2010-12-13,17727.0
2010-12-14,20767.0
2010-12-15,18493.0
2010-12-16,29947.0
2010-12-17,16959.0
2010-12-18,0.0
2010-12-19,3799.0
2010-12-20,15793.0
2010-12-21,15658.0
2010-12-22,3213.0
2010-12-23,5754.0
2010-12-24,0.0
2010-12-25,0.0
2010-12-26,0.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,0.0
2010-12-31,0.0
2011-01-01,0.0
2011-01-02,0.0
2011-01-03,0.0
2011-01-04,8678.0
2011-01-05,19806.0
2011-01-06,23178.0
2011-01-07,17160.0
2011-01-08,0.0
2011-01-09,8202.0
2011-01-10,13091.0
2011-01-11,29458.0
2011-01-12,10623.0
2011-01-13,10175.0
2011-01-14,23149.0
2011-01-15,0.0
2011-01-16,4204.0
2011-01-17,13397.0
2011-01-18,82978.0
2011-01-19,17387.0
2011-01-20,10497.0
2011-01-21,15305.0
2011-01-22,0.0
2011-01-23,5241.0
2011-01-24,12029.0
2011-01-25,15614.0
2011-01-26,10976.0
2011-01-27,11577.0
2011-01-28,18145.0
2011-01-29,0.0
2011-01-30,3431.0
2011-01-31,13415.0
2011-02-01,15851.0
2011-02-02,9732.0
2011-02-03,16999.0
2011-02-04,14077.0
2011-02-05,0.0
2011-02-06,2048.0
2011-02-07,9143.0
2011-02-08,10254.0
2011-02-09,7165.0
2011-02-10,11909.0
2011-02-11,10549.0
2011-02-12,0.0
2011-02-13,2756.0
2011-02-14,13595.0
2011-02-15,22720.0
2011-02-16,16156.0
2011-02-17,14548.0
2011-02-18,9246.0
2011-02-19,0.0
2011-02-20,5353.0
2011-02-21,21589.0
2011-02-22,21902.0
2011-02-23,13767.0
2011-02-24,11896.0
2011-02-25,10573.0
2011-02-26,0.0
2011-02-27,4870.0
2011-02-28,9997.0
2011-03-01,12145.0
2011-03-02,8617.0
2011-03-03,20163.0
2011-03-04,13779.0
2011-03-05,0.0
2011-03-06,5049.0
2011-03-07,14064.0
2011-03-08,14571.0
2011-03-09,15182.0
2011-03-10,16515.0
2011-03-11,10870.0
2011-03-12,0.0
2011-03-13,2749.0
2011-03-14,16765.0
2011-03-15,9080.0
2011-03-16,12947.0
2011-03-17,21002.0
2011-03-18,14052.0
2011-03-19,0.0
2011-03-20,14195.0
2011-03-21,10311.0
2011-03-22,16664.0
2011-03-23,14462.0
2011-03-24,18569.0
2011-03-25,14179.0
2011-03-26,0.0
2011-03-27,4530.0
2011-03-28,13526.0
2011-03-29,32916.0
2011-03-30,21132.0
2011-03-31,16916.0
2011-04-01,18564.0
2011-04-02,0.0
2011-04-03,5679.0
2011-04-04,14015.0
2011-04-05,16056.0
2011-04-06,9524.0
2011-04-07,10545.0
2011-04-08,13219.0
2011-04-09,0.0
2011-04-10,5632.0
2011-04-11,13640.0
2011-04-12,15341.0
2011-04-13,18769.0
2011-04-14,18878.0
2011-04-15,12729.0
2011-04-16,0.0
2011-04-17,8183.0
2011-04-18,31494.0
2011-04-19,14482.0
2011-04-20,18390.0
2011-04-21,18394.0
2011-04-22,0.0
2011-04-23,0.0
2011-04-24,0.0
2011-04-25,0.0
2011-04-26,16173.0
2011-04-27,18627.0
2011-04-28,13842.0
2011-04-29,0.0
2011-04-30,0.0
2011-05-01,3819.0
2011-05-02,0.0
2011-05-03,12606.0
2011-05-04,17385.0
2011-05-05,17483.0
2011-05-06,20424.0
2011-05-07,0.0
2011-05-08,10702.0
2011-05-09,13359.0
2011-05-10,19802.0
2011-05-11,18913.0
2011-05-12,37833.0
2011-05-13,15247.0
2011-05-14,0.0
2011-05-15,4898.0
2011-05-16,16020.0
2011-05-17,27143.0
2011-05-18,19073.0
2011-05-19,18347.0
2011-05-20,15504.0
2011-05-21,0.0
2011-05-22,12749.0
2011-05-23,18231.0
2011-05-24,15991.0
2011-05-25,14638.0
2011-05-26,16349.0
2011-05-27,17022.0
2011-05-28,0.0
2011-05-29,4124.0
2011-05-30,0.0
2011-05-31,11763.0
2011-06-01,10990.0
2011-06-02,14657.0
2011-06-03,7691.0
2011-06-04,0.0
2011-06-05,13501.0
2011-06-06,9462.0
2011-06-07,18768.0
2011-06-08,21284.0
2011-06-09,32363.0
2011-06-10,11043.0
2011-06-11,0.0
2011-06-12,9491.0
2011-06-13,11302.0
2011-06-14,14624.0
2011-06-15,30720.0
2011-06-16,20315.0
2011-06-17,11764.0
2011-06-18,0.0
2011-06-19,15081.0
2011-06-20,16734.0
2011-06-21,14275.0
2011-06-22,15840.0
2011-06-23,14739.0
2011-06-24,9985.0
2011-06-25,0.0
2011-06-26,3786.0
2011-06-27,9918.0
2011-06-28,21934.0
2011-06-29,12111.0
2011-06-30,21959.0
2011-07-01,7813.0
2011-07-02,0.0
2011-07-03,3117.0
2011-07-04,15736.0
2011-07-05,22131.0
2011-07-06,19323.0
2011-07-07,19803.0
2011-07-08,12738.0
2011-07-09,0.0
2011-07-10,4255.0
2011-07-11,15177.0
2011-07-12,13981.0
2011-07-13,16300.0
2011-07-14,20881.0
2011-07-15,7405.0
2011-07-16,0.0
2011-07-17,11044.0
2011-07-18,15305.0
2011-07-19,29349.0
2011-07-20,17737.0
2011-07-21,20091.0
2011-07-22,10302.0
2011-07-23,0.0
2011-07-24,17670.0
2011-07-25,16100.0
2011-07-26,14056.0
2011-07-27,14142.0
2011-07-28,30584.0
2011-07-29,11621.0
2011-07-30,0.0
2011-07-31,20878.0
2011-08-01,11722.0
2011-08-02,15721.0
2011-08-03,16623.0
2011-08-04,41148.0
2011-08-05,12818.0
2011-08-06,0.0
2011-08-07,5186.0
2011-08-08,13412.0
2011-08-09,16261.0
2011-08-10,14423.0
2011-08-11,40299.0
2011-08-12,12024.0
2011-08-13,0.0
2011-08-14,3180.0
2011-08-15,10201.0
2011-08-16,11262.0
2011-08-17,25715.0
2011-08-18,34174.0
2011-08-19,10672.0
2011-08-20,0.0
2011-08-21,8169.0
2011-08-22,15556.0
2011-08-23,15181.0
2011-08-24,29522.0
2011-08-25,13487.0
2011-08-26,18175.0
2011-08-27,0.0
2011-08-28,6774.0
2011-08-29,0.0
2011-08-30,10304.0
2011-08-31,13007.0
2011-09-01,27858.0
2011-09-02,18956.0
2011-09-03,0.0
2011-09-04,10963.0
2011-09-05,23653.0
2011-09-06,15090.0
2011-09-07,16392.0
2011-09-08,17468.0
2011-09-09,17405.0
2011-09-10,0.0
2011-09-11,21146.0
2011-09-12,17663.0
2011-09-13,36936.0
2011-09-14,14334.0
2011-09-15,29324.0
2011-09-16,16009.0
2011-09-17,0.0
2011-09-18,8994.0
2011-09-19,29394.0
2011-09-20,43733.0
2011-09-21,22334.0
2011-09-22,33225.0
2011-09-23,21912.0
2011-09-24,0.0
2011-09-25,19505.0
2011-09-26,15353.0
2011-09-27,21965.0
2011-09-28,25559.0
2011-09-29,27682.0
2011-09-30,22563.0
2011-10-01,0.0
2011-10-02,8385.0
2011-10-03,26003.0
2011-10-04,25806.0
2011-10-05,46338.0
2011-10-06,36847.0
2011-10-07,31090.0
2011-10-08,0.0
2011-10-09,7556.0
2011-10-10,26212.0
2011-10-11,28524.0
2011-10-12,17915.0
2011-10-13,19108.0
2011-10-14,18268.0
2011-10-15,0.0
2011-10-16,8770.0
2011-10-17,31410.0
2011-10-18,29588.0
2011-10-19,19260.0
2011-10-20,40919.0
2011-10-21,24793.0
2011-10-22,0.0
2011-10-23,7073.0
2011-10-24,26527.0
2011-10-25,27073.0
2011-10-26,21343.0
2011-10-27,33910.0
2011-10-28,24162.0
2011-10-29,0.0
2011-10-30,20068.0
2011-10-31,21797.0
2011-11-01,16913.0
2011-11-02,28768.0
2011-11-03,34618.0
2011-11-04,35438.0
2011-11-05,0.0
2011-11-06,23309.0
2011-11-07,31395.0
2011-11-08,26538.0
2011-11-09,38269.0
2011-11-10,39239.0
2011-11-11,29063.0
2011-11-12,0.0
2011-11-13,20840.0
2011-11-14,47631.0
2011-11-15,30912.0
2011-11-16,33144.0
2011-11-17,31993.0
2011-11-18,24338.0
2011-11-19,0.0
2011-11-20,19416.0
2011-11-21,25814.0
2011-11-22,36025.0
2011-11-23,39420.0
2011-11-24,26629.0
2011-11-25,31775.0
2011-11-26,0.0
2011-11-27,11173.0
2011-11-28,29466.0
2011-11-29,30940.0
2011-11-30,28532.0
2011-12-01,27051.0
2011-12-02,28825.0
2011-12-03,0.0
2011-12-04,12412.0
2011-12-05,44664.0
2011-12-06,30469.0
2011-12-07,41980.0
2011-12-08,35672.0
2011-12-09,93980.0
